 1.239670  0.874530 -0.205109 -0.0781367  0.066867  0
 0.268281  1.351780  1.035080 -0.331522  0.216897  0
 1.566560  0.867437  1.299780  1.041250  0.559406  0
 0.279295  0.989630  2.554790 -0.737988  0  0
 0.306809  1.272370  2.655580 -0.946160 -0.467142  0
 0.960418  0.711808 -0.142762  0.0909495 -0.0607071  0
 2.940710  0.656873  1.493180 -0.331060 -0.123295  0
 0.400601  1.159040  2.064480 -0.689609 -0.308052  0
 0.228973  1.747980  0.633643  0.259204  0  0
 0.302891  0.608544  0.474130  1.427180 -0.811085  1
 0.318095  0.810884  0.818231  0.820952  0.860136  1
 0.655083  1.053900  1.371630 -0.723877  1.770210  1
 0.104800  0.575600  0.342400  0.830400  0  1
 0.540984  2.145100 -0.561563 -0.227764 -0.140565  1
 1.404180  1.531190  0.476107  1.600600 -0.424296  0
 0.532035  1.962920 -0.355316  0.191035 -0.122272  0
 0.108376  0.464470  1.302100  1.080190 -0.348948  0
 0.807150  2.226720 -0.555974 -0.224835  0.160865  0
 1.039410  2.271080  1.698930 -0.369170 -0.167506  1
 0.316114  1.359540  1.986420 -0.624203  0.496604  0
 0.135662  0.736064  1.846880  1.073200 -0.424446  0
 0.532922  2.580930 -0.595336 -0.227023 -0.123457  0
 0.151070  0.641628  1.454050  1.280740 -0.716324  1
 0.532719  2.139170  0.628571  0.241475 -0.0995392  0
 0.600224  1.404820  2.477430 -0.700869 -0.272218  1
 0.699175  2.295490  0.670063  0.402717 -0.390587  0
 0.619032  2.238390 -0.417174 -0.183915 -0.125280  0
 0.111313  0.298851  0.403509  0.694495  0  0
 0.648120  2.479280  1.063700 -0.317345  0  0
 1.668870  2.226420  0.545283  0.229245 -0.139151  0
 0.416062  1.689160  0.756168 -0.252056 -0.145380  0
 0.0601861  0.225302  0.119382  0.263908  0.911503  0
 0.491533  2.604280 -0.594029  0.312834 -0.146613  0
 0.746575  1.029350  1.346380 -0.998043  1.722110  1
 1.311640  2.591320  0.873858  0.533676 -0.175228  0
 0.121124  0.310592  0.587863  1.978350 -0.651709  0
 0.625774  2.317390  0.765898  0.410805 -0.305008  0
 2.880990  0.896294  0.495070  0.475349 -0.112887  0
 0.959888  1.089930  0.512775  1.114460  0.729433  1
 0.479620  1.502180  2.495450 -0.691729  0.402454  1
 3.385580 -0.300940  0.136189 -0.0783699 -0.0553814  0
 1.088650  1.422700 -0.387027 -0.123243  0.0897297  0
 0.269590  0.958955  1.686570  1.705220  0  0
 2.570930 -0.234958  0.200703  0.137462 -0.132631  0
 0.911614  2.284690 -0.449126 -0.159301 -0.0986639  0
 0.530965  2.104740 -0.397086 -0.201275 -0.102914  0
 0.125448  0.547875  0.795187  0.835637  0  1
 0.873766  3.030090 -0.495769  0.243300  0.479549  0
 0.361513  0.688500  1.512820  0.698654  0.520437  1
 0.465549  2.279330  1.824950  0.778399 -0.253259  0
 0.154687  0.513746  0.489566 -0.624710  0  0
 0.310797  1.493440  0.422805  0.303734 -0.113017  0
 1.712180  1.763840  0.375461  0.510609  0.589483  0
 1.054640  1.184740  0.292570  0.181844 -0.141081  0
 0.576985  3.348460 -0.621394 -0.245381  0  0
 0.265968  0.711489  1.002370  1.137830  0.535693  1
 0.273289  2.017720  1.768050  0.696913  0  0
 0.422935  1.781170 -0.696476  0.490794  1.106260  0
 0.105347  0.593775  0.325619 -0.807662  0  1
 3.084110  0.781542 -0.165888 -0.0876168 -0.0607477  0
 0.819517  2.083110  0.491710  0.282686 -0.190346  0
 0.463878  1.792260  2.175940 -0.517110 -0.327342  0
 1.092560  1.691740  0.445455 -0.312397  1.608260  0
 0.734433  0.647260  1.386990  0.556040  0.451121  1
-0.0732436 -0.249626 -0.445067  1.539240 -1.183860  1
 0.267803  2.164040  0.990844  0.630214  0  0
 0.140542  0.639816  0.922109  1.899130  0  1
 0.481978  0.917295  1.435320 -0.834870 -0.762224  1
 1.167600  2.156450 -0.288740 -0.121516  0.108881  0
 0.164629  1.030570  1.946780 -0.544158 -0.227808  0
 0.966596  2.224680 -0.291491 -0.144866 -0.106540  0
 1.606900  2.311530 -0.380737  0.221641  0.163139  0
 0.856359  1.874660  1.185730  0.365965  0  0
 0.254812  3.145450 -0.506780  1.273620 -0.385171  0
 0.556357  3.450860 -0.596934 -0.244815 -0.153291  0
 0.147667  0.777  1.533  1.671670  0  0
 0.579727  1.755190  1.087140  0.333729  0  0
 0.370648  2.324230 -0.455973 -0.167918 -0.0832765  0
 1.905400  0.487479 -0.126878  0.0790206  0.0723428  0
 0.172020  0.953300  2.051030 -0.777340 -0.572217  0
 0.081053  0.309318  0.444752 -0.696571  1.823690  0
 0.442649  0.704900  0.758751  1.269790  0.920302  1
 0.886687  2.167180  0.646465  0.474618  1.124580  0
 0.832353  2.711180 -0.638824  0.380588  0  0
 3.177140 -0.275126 -0.110553  0.0898241 -0.0741206  0
 0.341066  1.007210  2.908460 -0.772414  0.390909  0
 0.954975  1.444570  1.608020  0.715853  0.689368  1
 1.900600  0.502292  0.187937  0.151025 -0.151749  0
 0.419753  2.394030  1.358020  0.674897  0  0
 0.217769  0.659091  1.047520  2.193800 -0.903719  1
 0.486946  2.466830 -0.427545 -0.212695 -0.120958  0
